,brand,color,gear,year,body,loc_1,usage,price
4290,سمند LX ساده,نقره‌ای,دنده‌ای,1386,چند لکه رنگ,اصفهان,250000.0,37800000.0
4291,پراید 131 دوگانه‌ سوز,سفید,دنده‌ای,1387,یک لکه رنگ,اصفهان,270000.0,3500000.0
4292,پژو 206 تیپ ۵,سفید,دنده‌ای,1397,یک لکه رنگ,تهران,22000.0,90000000.0
4293,تیبا صندوق‌دار SX,سفید,دنده‌ای,1398,بدون رنگ,کرج,0.0,57000000.0
4294,پراید 111 SX,سفید,دنده‌ای,1394,بدون رنگ,رشت,57.0,45000000.0
4295,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1385,چند لکه رنگ,اصفهان,260000.0,42500000.0
4296,پراید 131 SL,سفید صدفی,دنده‌ای,1386,یک لکه رنگ,تهران,280.0,27500000.0
4297,پراید 131 SX,سفید,دنده‌ای,1397,یک لکه رنگ,مشهد,38200.0,47800000.0
4298,پراید 131 EX,بژ,دنده‌ای,1385,دو لکه رنگ,تهران,55040.0,26000000.0
4299,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1381,چند لکه رنگ,تبریز,230000.0,3500000.0
4300,پژو 206 تیپ ۵,خاکستری,دنده‌ای,1386,چند لکه رنگ,تهران,290000.0,50500000.0
4301,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1385,چند لکه رنگ,تهران,275000.0,29000000.0
4302,پژو 206 تیپ ۲,سفید,دنده‌ای,1391,بدون رنگ,تهران,184.0,61500000.0
4303,پراید 131 EX,مشکی,دنده‌ای,1384,یک لکه رنگ,کرج,270000.0,22500000.0
4304,پژو 206 تیپ ۲,سفید,دنده‌ای,1387,چند لکه رنگ,تهران,160.0,48500000.0
4305,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1387,بدون رنگ,تهران,185000.0,41000000.0
4306,پژو 206 تیپ ۲,مشکی,دنده‌ای,1398,بدون رنگ,تهران,1.0,26000000.0
4307,جک S5 دنده‌ای,نوک‌مدادی,دنده‌ای,1394,بدون رنگ,تبریز,360.0,197000000.0
4308,سمند LX EF7 بنزینی,خاکستری,دنده‌ای,1393,یک لکه رنگ,رشت,96000.0,63000000.0
4309,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1389,بدون رنگ,مشهد,200000.0,45000000.0
4310,جک S5 دنده‌ای,مشکی,دنده‌ای,1394,بدون رنگ,تهران,29000.0,200000000.0
4311,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,تهران,80.0,44600000.0
4312,پژو 206 تیپ ۲,سفید,دنده‌ای,1389,یک لکه رنگ,تهران,175000.0,57000000.0
4313,پژو 206 تیپ ۵,سفید,دنده‌ای,1394,یک لکه رنگ,تبریز,70000.0,80000000.0
4314,پراید 131 SE,سفید,دنده‌ای,1396,یک لکه رنگ,تبریز,55000.0,44500000.0
4315,پراید 131 SE,سفید,دنده‌ای,1395,بدون رنگ,تهران,90.0,44000000.0
4316,پراید 111 SE,مشکی,دنده‌ای,1397,بدون رنگ,کرج,15000.0,52800000.0
4317,پراید 131 SL,مشکی,دنده‌ای,1383,چند لکه رنگ,کرج,200000.0,19000000.0
4318,پراید 111 SX,مسی,دنده‌ای,1392,دو لکه رنگ,کرج,254000.0,38300000.0
4319,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1387,چند لکه رنگ,کرمانشاه,300000.0,38000000.0
4320,پراید 131 SE,نوک‌مدادی,دنده‌ای,1398,بدون رنگ,مشهد,0.0,48500000.0
4321,سمند LX,سرمه‌ای,دنده‌ای,1393,یک لکه رنگ,تهران,170000.0,69000000.0
4322,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,49800000.0
4323,سمند LX EF7 گازسوز,آبی,دنده‌ای,1391,بدون رنگ,تهران,90000.0,65000000.0
4324,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,تهران,31000.0,46200000.0
4325,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1395,دو لکه رنگ,شیراز,0.0,55500000.0
4326,پژو 206 تیپ ۵,زیتونی,اتوماتیک,1385,یک لکه رنگ,کرج,170000.0,53000000.0
4327,پژو پارس ساده,سفید,دنده‌ای,1393,بدون رنگ,تهران,100000.0,66000000.0
4328,پراید 131 SE,نقره‌ای,دنده‌ای,1394,بدون رنگ,مشهد,110.0,46000000.0
4329,تیبا صندوق‌دار EX,سفید,دنده‌ای,1397,یک لکه رنگ,تهران,64000.0,55300000.0
4330,پراید 131 SX,سفید,دنده‌ای,1396,بدون رنگ,تبریز,45.0,45000000.0
4331,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,49500000.0
4332,پراید 131 SE,نقره‌ای,دنده‌ای,1393,دو لکه رنگ,کرج,138000.0,36000000.0
4333,پژو پارس ساده,نقره‌ای,دنده‌ای,1383,بدون رنگ,تهران,237000.0,41000000.0
4334,پراید 111 SE,نوک‌مدادی,دنده‌ای,1392,چند لکه رنگ,مشهد,167000.0,33000000.0
4335,پژو 206 تیپ ۵,سفید,دنده‌ای,1396,بدون رنگ,شیراز,50000.0,93000000.0
4336,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1383,چند لکه رنگ,تهران,300000.0,35500000.0
4337,سمند LX ساده,خاکستری,دنده‌ای,1386,دو لکه رنگ,تهران,190.0,45000000.0
4338,پراید 111 SE,سفید,دنده‌ای,1394,یک لکه رنگ,اصفهان,100000.0,38000000.0
4339,پژو 206 تیپ ۲,سفید,دنده‌ای,1396,بدون رنگ,مشهد,77000.0,79500000.0
4340,پراید 131 EX,سفید,دنده‌ای,1396,بدون رنگ,کرج,25.0,48500000.0
4341,جک S5 اتوماتیک,مشکی,اتوماتیک,1395,بدون رنگ,اصفهان,75000.0,249000000.0
4342,پراید 111 EX,نوک‌مدادی,دنده‌ای,1396,چند لکه رنگ,کرج,70000.0,46500000.0
4343,جک S5 دنده‌ای,مشکی,دنده‌ای,1394,بدون رنگ,رشت,57000.0,205000000.0
4344,سمند LX,خاکستری,دنده‌ای,1389,بدون رنگ,تهران,380.0,55000000.0
4345,پژو پارس ساده,نوک‌مدادی,دنده‌ای,1388,بدون رنگ,کرج,300000.0,50000000.0
4346,سمند LX ساده,سفید,دنده‌ای,1392,چند لکه رنگ,تهران,170000.0,57500000.0
4347,پراید 131 LE,سفید,دنده‌ای,1380,چند لکه رنگ,مشهد,150000.0,16500000.0
4348,پژو پارس ساده,سفید,دنده‌ای,1388,یک لکه رنگ,تهران,65.0,58000000.0
4349,پراید 131 SX,سفید,دنده‌ای,1391,یک لکه رنگ,تبریز,180000.0,36000000.0
4350,دنا معمولی,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,126000000.0
4351,پژو 206 تیپ ۲,سفید,دنده‌ای,1387,چند لکه رنگ,تهران,208.0,47000000.0
4352,پراید 131 EX,نقره‌ای,دنده‌ای,1389,یک لکه رنگ,شیراز,133.0,32000000.0
4353,پراید 131 SL,مشکی,دنده‌ای,1392,بدون رنگ,شیراز,232000.0,33000000.0
4354,سمند LX EF7 بنزینی,سفید,دنده‌ای,1396,بدون رنگ,تهران,33000.0,80500000.0
4355,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1396,یک لکه رنگ,تهران,66000.0,68000000.0
4356,پراید 131 SL,خاکستری,دنده‌ای,1398,یک لکه رنگ,تهران,180000.0,31500000.0
4357,پراید 131 دوگانه‌ سوز,مشکی,دنده‌ای,1382,چند لکه رنگ,اصفهان,1111.0,16000000.0
4358,پراید 131 SE,سفید,دنده‌ای,1395,یک لکه رنگ,شیراز,1111.0,44000000.0
4359,پراید 111 SE,سفید صدفی,دنده‌ای,1395,دو لکه رنگ,اصفهان,55000.0,43500000.0
4360,دنا معمولی 1700cc,مشکی,دنده‌ای,1394,بدون رنگ,شیراز,105000.0,100000000.0
4361,سمند LX,سفید,دنده‌ای,1392,دو لکه رنگ,اصفهان,0.0,53500000.0
4362,پراید 131 SE,سفید,دنده‌ای,1396,دو لکه رنگ,تهران,135000.0,43000000.0
4363,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1398,بدون رنگ,اصفهان,0.0,74500000.0
4364,پژو 206 تیپ ۵,آبی,دنده‌ای,1397,بدون رنگ,کرمانشاه,38000.0,106000000.0
4365,پراید 131 SX,نوک‌مدادی,دنده‌ای,1390,چند لکه رنگ,تهران,200000.0,29500000.0
4366,سمند LX,سفید,دنده‌ای,1398,بدون رنگ,مشهد,360.0,40000000.0
4367,دنا معمولی 1700cc,نقره‌ای,دنده‌ای,1398,بدون رنگ,تبریز,0.0,126000000.0
4368,پراید 131 SE,سفید,دنده‌ای,1395,دو لکه رنگ,کرج,70000.0,41000000.0
4369,پژو 206 تیپ ۲,طوسی,دنده‌ای,1391,بدون رنگ,رشت,134.0,66000000.0
4370,سمند LX EF7 بنزینی,نوک‌مدادی,دنده‌ای,1395,چند لکه رنگ,تهران,98000.0,82000000.0
4371,سمند LX EF7 گازسوز,نوک‌مدادی,دنده‌ای,1386,چند لکه رنگ,مشهد,217000.0,37000000.0
4372,پژو 206 تیپ ۵,سفید,دنده‌ای,1395,یک لکه رنگ,تهران,77000.0,82200000.0
4373,پژو 206 تیپ ۵,سفید,دنده‌ای,1396,دو لکه رنگ,کرمانشاه,60000.0,80000000.0
4374,پراید 131 SE,سفید,دنده‌ای,1397,بدون رنگ,تهران,17000.0,47000000.0
4375,جک S5 اتوماتیک,سفید,اتوماتیک,1396,بدون رنگ,قم,49000.0,268000000.0
