,brand,color,gear,year,body,loc_1,usage,price
78,پراید 131 SX,سفید,دنده‌ای,1390,دو لکه رنگ,تهران,190000.0,31500000.0
79,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1382,چند لکه رنگ,تهران,346000.0,29000000.0
80,پژو 206 تیپ ۵,سفید,دنده‌ای,1397,یک لکه رنگ,تهران,39000.0,96000000.0
81,پراید 131 دوگانه‌ سوز,نقره‌ای,دنده‌ای,1389,چند لکه رنگ,کرج,300.0,27500000.0
82,پژو 206 تیپ ۲,نقرآبی,دنده‌ای,1384,بدون رنگ,اصفهان,311000.0,42000000.0
83,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1388,چند لکه رنگ,شیراز,1.0,34000000.0
84,پراید 111 SX,سفید,دنده‌ای,1395,بدون رنگ,اصفهان,75000.0,47000000.0
85,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1381,چند لکه رنگ,کرج,250000.0,27500000.0
86,پژو 206 تیپ ۲,سفید,دنده‌ای,1387,دو لکه رنگ,مشهد,220.0,45000000.0
87,پژو 206 تیپ ۵,آبی,دنده‌ای,1393,دو لکه رنگ,اصفهان,105.0,72000000.0
88,جک S5 اتوماتیک,سفید,اتوماتیک,1395,بدون رنگ,اصفهان,360.0,255000000.0
89,پژو 206 تیپ ۵,دلفینی,دنده‌ای,1383,چند لکه رنگ,تهران,280000.0,39500000.0
90,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1392,یک لکه رنگ,تهران,108000.0,55000000.0
91,پراید 131 SX,مشکی,دنده‌ای,1384,چند لکه رنگ,اصفهان,200000.0,23500000.0
92,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1397,بدون رنگ,تهران,20000.0,74000000.0
93,پراید 131 SX,نقره‌ای,دنده‌ای,1390,دو لکه رنگ,کرج,190000.0,33500000.0
94,پژو پارس ساده,سفید,دنده‌ای,1398,بدون رنگ,کرمانشاه,0.0,102500000.0
95,سمند LX ساده,خاکستری,دنده‌ای,1394,بدون رنگ,اصفهان,115000.0,65000000.0
96,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1394,بدون رنگ,مشهد,65000.0,61000000.0
97,پراید 131 SE,سفید,دنده‌ای,1397,بدون رنگ,تهران,33000.0,49000000.0
98,پژو پارس ساده,نقره‌ای,دنده‌ای,1385,دو لکه رنگ,تهران,225000.0,44500000.0
99,پژو 206 تیپ ۲,بژ,دنده‌ای,1383,چند لکه رنگ,مشهد,264.0,32500000.0
100,دنا معمولی 1700cc,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,121500000.0
101,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1384,یک لکه رنگ,مشهد,270000.0,35000000.0
102,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1387,چند لکه رنگ,کرج,36.0,38000000.0
103,پژو پارس ساده,سفید,دنده‌ای,1391,چند لکه رنگ,مشهد,120000.0,52000000.0
104,پراید 111 SE,نوک‌مدادی,دنده‌ای,1396,بدون رنگ,تهران,28000.0,45500000.0
105,سمند LX,نقره‌ای,دنده‌ای,1384,بدون رنگ,تهران,213.0,39000000.0
106,پراید 131 EX,سفید,دنده‌ای,1394,بدون رنگ,مشهد,176000.0,35500000.0
107,پراید 131 SX,نقره‌ای,دنده‌ای,1391,بدون رنگ,تهران,110000.0,29200000.0
108,سمند LX,سفید,دنده‌ای,1397,بدون رنگ,کرج,44000.0,112000000.0
109,سمند LX ساده,یشمی,دنده‌ای,1381,چند لکه رنگ,کرج,390000.0,20500000.0
110,پژو 206 تیپ ۵,خاکستری,دنده‌ای,1393,بدون رنگ,اهواز,140000.0,73000000.0
111,پراید 111 SE,سفید,دنده‌ای,1398,بدون رنگ,کرمانشاه,0.0,5640000.0
112,پراید 131 EX,سفید,دنده‌ای,1397,بدون رنگ,تهران,76000.0,47000000.0
113,پژو 206 تیپ ۲,بژ,دنده‌ای,1383,یک لکه رنگ,تهران,260.0,35500000.0
114,پژو پارس ساده,نوک‌مدادی,دنده‌ای,1393,بدون رنگ,تهران,75000.0,75000000.0
115,پژو 206 تیپ ۵,سفید,دنده‌ای,1396,بدون رنگ,اصفهان,78.0,92500000.0
116,سمند LX ساده,نقره‌ای,دنده‌ای,1387,یک لکه رنگ,مشهد,350000.0,43000000.0
117,سمند LX ساده,سفید,دنده‌ای,1390,یک لکه رنگ,اصفهان,200000.0,52000000.0
118,پراید 131 SE,سفید,دنده‌ای,1394,چند لکه رنگ,کرج,57.0,36000000.0
119,پراید 131 SE,سفید,دنده‌ای,1396,چند لکه رنگ,شیراز,200000.0,43000000.0
120,پراید 131 SE,سفید,دنده‌ای,1395,یک لکه رنگ,تهران,168.0,40200000.0
121,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1397,بدون رنگ,تهران,21000.0,76000000.0
122,پراید 111 SX,سفید,دنده‌ای,1395,بدون رنگ,اصفهان,60.0,48000000.0
123,پژو 206 تیپ ۲,سفید,دنده‌ای,1398,بدون رنگ,تهران,5000.0,90000000.0
124,سمند LX EF7 گازسوز,خاکستری,دنده‌ای,1390,چند لکه رنگ,تهران,250000.0,48500000.0
125,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1383,چند لکه رنگ,کرمانشاه,200000.0,30000000.0
126,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1381,یک لکه رنگ,تهران,120.0,26000000.0
127,جک S5 دنده‌ای,سفید,دنده‌ای,1394,بدون رنگ,شیراز,86000.0,230000000.0
128,سمند LX ساده,مشکی,دنده‌ای,1381,چند لکه رنگ,تهران,500.0,30000000.0
129,پراید 131 EX,سفید,دنده‌ای,1397,یک لکه رنگ,مشهد,63.0,44500000.0
130,جک S5 اتوماتیک,سفید,اتوماتیک,1396,بدون رنگ,رشت,49000.0,257000000.0
131,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1389,دو لکه رنگ,تهران,189000.0,56000000.0
132,پراید 131 EX,آلبالویی,دنده‌ای,1381,چند لکه رنگ,کرج,250000.0,16300000.0
133,دنا معمولی,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,30000000.0
134,پژو پارس ساده,دلفینی,دنده‌ای,1395,یک لکه رنگ,مشهد,80000.0,81000000.0
135,پژو 206 تیپ ۵,خاکستری,دنده‌ای,1396,بدون رنگ,تهران,45000.0,87000000.0
136,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,تهران,39000.0,45500000.0
137,سمند LX EF7 بنزینی,سفید,دنده‌ای,1393,بدون رنگ,رشت,138000.0,67000000.0
138,تیبا صندوق‌دار SX,سفید,دنده‌ای,1395,بدون رنگ,مشهد,82.0,51800000.0
139,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1385,چند لکه رنگ,تهران,230000.0,32000000.0
140,پژو 206 تیپ ۲,نوک‌مدادی,دنده‌ای,1384,بدون رنگ,تهران,240000.0,42000000.0
141,پژو 405 GLX بنزینی,سبز,دنده‌ای,1380,بدون رنگ,تهران,25333.0,2200000.0
142,سمند LX ساده,سفید,دنده‌ای,1396,بدون رنگ,مشهد,54000.0,74000000.0
143,پژو 206 تیپ ۲,نوک‌مدادی,دنده‌ای,1395,چند لکه رنگ,تهران,90000.0,64500000.0
144,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1385,چند لکه رنگ,تهران,168000.0,35900000.0
145,پژو 206 تیپ ۲,بژ,دنده‌ای,1382,چند لکه رنگ,کرمانشاه,300.0,33000000.0
146,پژو 405 GLX بنزینی,یشمی,دنده‌ای,1382,چند لکه رنگ,کرج,60000.0,26000000.0
147,پراید 131 SL,سفید,دنده‌ای,1391,یک لکه رنگ,تهران,210000.0,31000000.0
148,پراید 131 SX,سفید,دنده‌ای,1391,بدون رنگ,تهران,88.0,39000000.0
149,پژو 206 تیپ ۵,سفید,دنده‌ای,1396,بدون رنگ,اصفهان,60000.0,91600000.0
150,سمند LX EF7 گازسوز,نقره‌ای,دنده‌ای,1384,چند لکه رنگ,مشهد,1.0,31500000.0
151,پژو 206 تیپ ۵,سفید,دنده‌ای,1394,بدون رنگ,اهواز,60000.0,82000000.0
152,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1397,چند لکه رنگ,تهران,39000.0,78000000.0
153,پراید 111 SE,سفید,دنده‌ای,1392,چند لکه رنگ,اصفهان,180.0,33000000.0
154,پراید 131 EX,سفید,دنده‌ای,1398,بدون رنگ,شیراز,0.0,29500000.0
155,تیبا صندوق‌دار SX,سفید,دنده‌ای,1395,چند لکه رنگ,تبریز,92000.0,46000000.0
156,پژو 206 تیپ ۵,سفید,دنده‌ای,1397,بدون رنگ,مشهد,30000.0,99000000.0
157,پژو 206 تیپ ۲,سفید صدفی,دنده‌ای,1389,دو لکه رنگ,اصفهان,150000.0,53000000.0
158,پژو 405 GLX بنزینی,بژ,دنده‌ای,1385,چند لکه رنگ,تهران,300000.0,30000000.0
159,پراید 111 SE,سفید,دنده‌ای,1397,بدون رنگ,تهران,38000.0,51500000.0
160,پژو 206 تیپ ۲,سفید,دنده‌ای,1396,بدون رنگ,تهران,61000.0,79800000.0
161,پژو 206 تیپ ۲,سفید,دنده‌ای,1395,بدون رنگ,اهواز,12345.0,74000000.0
162,پراید 111 SX,خاکستری,دنده‌ای,1389,چند لکه رنگ,رشت,204000.0,34000000.0
163,پژو 206 تیپ ۲,یشمی,دنده‌ای,1382,یک لکه رنگ,تهران,360000.0,33000000.0
164,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1388,بدون رنگ,شیراز,250000.0,41000000.0
165,پراید 131 SX,سفید,دنده‌ای,1390,بدون رنگ,مشهد,141000.0,34000000.0
166,دنا معمولی 1700cc,سفید,دنده‌ای,1397,بدون رنگ,تهران,15000.0,125000000.0
167,پراید 131 SE,سفید,دنده‌ای,1396,یک لکه رنگ,مشهد,68900.0,44500000.0
168,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1385,دو لکه رنگ,رشت,300000.0,39000000.0
169,پژو 405 GLX بنزینی,یشمی,دنده‌ای,1381,چند لکه رنگ,اصفهان,300000.0,21800000.0
170,پراید 111,نوک‌مدادی,دنده‌ای,1394,بدون رنگ,تهران,78000.0,43000000.0
171,جک S5 اتوماتیک,سفید,اتوماتیک,1397,بدون رنگ,شیراز,360.0,272000000.0
172,پژو 405 GLX بنزینی,بژ,دنده‌ای,1384,بدون رنگ,تهران,0.0,34000000.0
173,سمند LX ساده,سفید,دنده‌ای,1388,چند لکه رنگ,شیراز,280.0,42000000.0
174,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1394,بدون رنگ,کرمانشاه,97000.0,72000000.0
175,پژو 206 تیپ ۵,سفید,دنده‌ای,1393,بدون رنگ,تهران,119000.0,73500000.0
176,پراید 131 SE,سفید,دنده‌ای,1396,بدون رنگ,کرمانشاه,44000.0,40000000.0
177,پراید 131 EX,سفید,دنده‌ای,1387,دو لکه رنگ,شیراز,222222.0,24500000.0
178,پراید 131 SE,سفید,دنده‌ای,1395,بدون رنگ,تهران,82000.0,42200000.0
179,پراید 131 SE,سفید,دنده‌ای,1396,دو لکه رنگ,تهران,79.0,42500000.0
180,پراید 131 EX,سفید,دنده‌ای,1396,بدون رنگ,تهران,27.0,45500000.0
181,پراید 111 SE,سفید,دنده‌ای,1396,بدون رنگ,تهران,75000.0,48500000.0
182,پژو 206 تیپ ۵,زیتونی,اتوماتیک,1385,دو لکه رنگ,کرج,230.0,53000000.0
183,سمند LX ساده,نقره‌ای,دنده‌ای,1389,بدون رنگ,تبریز,200.0,60000000.0
184,پراید 131 EX,اطلسی,دنده‌ای,1384,دو لکه رنگ,تبریز,360000.0,21500000.0
185,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1385,بدون رنگ,اهواز,111.0,33500000.0
186,پژو 405 GLX بنزینی,یشمی,دنده‌ای,1382,چند لکه رنگ,رشت,300000.0,27000000.0
187,جک S5 دنده‌ای,سفید,دنده‌ای,1395,بدون رنگ,تهران,65.0,200000000.0
188,پژو 405 GLX بنزینی,آلبالویی,دنده‌ای,1380,چند لکه رنگ,کرج,300000.0,21500000.0
189,پراید 111 SX,سفید صدفی,دنده‌ای,1396,بدون رنگ,مشهد,59000.0,48700000.0
190,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1385,یک لکه رنگ,رشت,1.0,33000000.0
191,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1392,بدون رنگ,کرمانشاه,140.0,54000000.0
192,پراید 111 EX,مشکی,دنده‌ای,1387,یک لکه رنگ,مشهد,170.0,25000000.0
193,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1382,چند لکه رنگ,کرج,250000.0,32000000.0
194,پراید 111 SE,سفید,دنده‌ای,1397,بدون رنگ,کرج,35000.0,48500000.0
195,پراید 111 EX,سفید,دنده‌ای,1392,بدون رنگ,اصفهان,230.0,43000000.0
196,پراید 131 SE,سفید,دنده‌ای,1395,یک لکه رنگ,تهران,100000.0,40000000.0
197,پژو 206 تیپ ۲,سفید,دنده‌ای,1398,بدون رنگ,مشهد,0.0,75000000.0
198,سمند LX EF7 بنزینی,سفید,دنده‌ای,1391,بدون رنگ,تهران,170000.0,58000000.0
199,سمند LX EF7 بنزینی,سفید,دنده‌ای,1395,بدون رنگ,تهران,72000.0,79000000.0
200,تیبا صندوق‌دار SX,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,35000000.0
201,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,49000000.0
202,پراید 131 SE,مسی,دنده‌ای,1388,چند لکه رنگ,قم,190000.0,26500000.0
203,پراید 131 SL,سفید,دنده‌ای,1388,چند لکه رنگ,کرج,290.0,28000000.0
204,پژو پارس ساده,مشکی,دنده‌ای,1381,چند لکه رنگ,تهران,150000.0,31000000.0
205,سمند LX ساده,سفید,دنده‌ای,1395,یک لکه رنگ,تهران,38000.0,72500000.0
206,پراید 131 SE,سفید,دنده‌ای,1398,بدون رنگ,تهران,7000.0,47500000.0
207,پراید 131 SL,سفید,دنده‌ای,1390,چند لکه رنگ,تهران,170.0,32000000.0
208,پراید 111 SE,سفید,دنده‌ای,1396,بدون رنگ,تهران,37000.0,46500000.0
209,پژو 206 تیپ ۲,سفید,دنده‌ای,1398,بدون رنگ,مشهد,0.0,90000000.0
210,سمند LX EF7 بنزینی,سفید,دنده‌ای,1394,بدون رنگ,شیراز,130000.0,75000000.0
211,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1390,چند لکه رنگ,تهران,190000.0,40000000.0
212,پژو 206 تیپ ۲,سفید,دنده‌ای,1389,چند لکه رنگ,اهواز,400.0,41000000.0
213,سمند LX EF7 بنزینی,سفید,دنده‌ای,1395,بدون رنگ,اهواز,111.0,73000000.0
214,سمند LX EF7 گازسوز,زرد,دنده‌ای,1385,چند لکه رنگ,اهواز,12536.0,30000000.0
215,پراید 111 SE,سفید,دنده‌ای,1395,بدون رنگ,رشت,66.0,49000000.0
216,سمند LX ساده,سفید,دنده‌ای,1396,بدون رنگ,مشهد,60000.0,73500000.0
217,پراید 131 SX,سفید,دنده‌ای,1397,یک لکه رنگ,کرج,22.0,47200000.0
218,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1389,یک لکه رنگ,تهران,125.0,58000000.0
219,تیبا صندوق‌دار SX,خاکستری,دنده‌ای,1395,دو لکه رنگ,کرج,48000.0,45000000.0
220,پراید 131 دوگانه‌ سوز,نقره‌ای,دنده‌ای,1387,چند لکه رنگ,کرمانشاه,0.0,25000000.0
221,پراید 131 SL,مشکی,دنده‌ای,1383,دو لکه رنگ,اصفهان,25000.0,18000000.0
222,پژو 405 GLX بنزینی,دلفینی,دنده‌ای,1391,بدون رنگ,شیراز,0.0,55000000.0
223,پراید 131 SX,سفید,دنده‌ای,1391,چند لکه رنگ,اصفهان,216000.0,34000000.0
224,جک S5 اتوماتیک,مشکی,اتوماتیک,1395,بدون رنگ,تهران,360.0,250000000.0
225,پژو 206 تیپ ۵,سفید,دنده‌ای,1396,بدون رنگ,اهواز,57000.0,91000000.0
226,پژو 206 تیپ ۵,سفید,دنده‌ای,1390,دو لکه رنگ,تهران,204.0,60000000.0
227,پراید 131 SX,سفید,دنده‌ای,1395,بدون رنگ,تهران,160000.0,40000000.0
228,پراید 111 SE,سفید,دنده‌ای,1394,بدون رنگ,تهران,60.0,45000000.0
229,پژو پارس ساده,سفید,دنده‌ای,1396,بدون رنگ,کرمانشاه,57000.0,88000000.0
230,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1385,یک لکه رنگ,کرمانشاه,1000.0,35000000.0
231,پراید 111 SX,سفید صدفی,دنده‌ای,1389,دو لکه رنگ,تهران,116000.0,35000000.0
232,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1396,یک لکه رنگ,کرج,83000.0,68000000.0
233,پژو پارس ساده,بژ,دنده‌ای,1379,چند لکه رنگ,تهران,240000.0,29000000.0
234,سمند LX EF7 گازسوز,سفید,دنده‌ای,1391,دو لکه رنگ,کرج,230000.0,60000000.0
235,پژو پارس ساده,خاکستری,دنده‌ای,1386,چند لکه رنگ,تهران,275000.0,46000000.0
236,پژو 206 تیپ ۲,سفید,دنده‌ای,1398,بدون رنگ,تهران,0.0,87500000.0
237,پژو پارس ساده,سفید,دنده‌ای,1390,چند لکه رنگ,تهران,140.0,60000000.0
238,پراید 131 EX,سفید,دنده‌ای,1397,چند لکه رنگ,کرج,50000.0,45500000.0
239,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1386,یک لکه رنگ,تهران,210000.0,38400000.0
240,پژو 206 تیپ ۲,آلبالویی,دنده‌ای,1384,چند لکه رنگ,مشهد,370000.0,39000000.0
241,پراید 111 SE,نوک‌مدادی,دنده‌ای,1395,بدون رنگ,کرج,76000.0,45500000.0
242,پژو 206 تیپ ۲,سفید,دنده‌ای,1396,چند لکه رنگ,اهواز,60000.0,80000000.0
243,پراید 131 SE,سفید,دنده‌ای,1397,بدون رنگ,قم,35000.0,47000000.0
244,پژو 206 تیپ ۲,سفید,دنده‌ای,1391,چند لکه رنگ,تهران,40000.0,61000000.0
245,پراید 131 EX,سفید,دنده‌ای,1395,بدون رنگ,شیراز,185.0,44500000.0
246,جک S5 اتوماتیک,سفید,اتوماتیک,1396,بدون رنگ,مشهد,360.0,260000000.0
247,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1383,چند لکه رنگ,رشت,20000.0,25000000.0
248,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1383,چند لکه رنگ,مشهد,210000.0,36000000.0
249,پژو 206 تیپ ۵,سفید,دنده‌ای,1395,بدون رنگ,مشهد,44000.0,90000000.0
250,پژو 405 GLX بنزینی,بژ,دنده‌ای,1383,چند لکه رنگ,تهران,200000.0,29000000.0
251,سمند LX EF7 بنزینی,سفید,دنده‌ای,1393,بدون رنگ,تهران,98000.0,61000000.0
252,پژو 206 تیپ ۲,قهوه‌ای,دنده‌ای,1386,چند لکه رنگ,تهران,300000.0,45000000.0
253,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1382,دو لکه رنگ,تهران,330000.0,24000000.0
254,پژو 206 تیپ ۵,سفید,دنده‌ای,1393,بدون رنگ,تهران,150000.0,74000000.0
255,سمند LX EF7 بنزینی,سفید,دنده‌ای,1393,یک لکه رنگ,مشهد,150000.0,63000000.0
256,پراید 131 SX,نقره‌ای,دنده‌ای,1390,یک لکه رنگ,مشهد,236000.0,33000000.0
257,پژو 206 تیپ ۵,سفید,دنده‌ای,1394,بدون رنگ,تهران,112000.0,80000000.0
258,پژو 206 تیپ ۵,سفید,دنده‌ای,1397,بدون رنگ,اهواز,60000.0,98500000.0
259,پژو 206 تیپ ۲,سفید,دنده‌ای,1397,بدون رنگ,اصفهان,39000.0,85000000.0
260,پراید 131 LE,سفید,دنده‌ای,1392,دو لکه رنگ,کرج,218.0,33000000.0
261,پراید 131 SE,مشکی,دنده‌ای,1395,چند لکه رنگ,تهران,30000.0,41000000.0
262,جک S5 دنده‌ای,سفید,دنده‌ای,1394,یک لکه رنگ,کرمانشاه,360.0,190000000.0
263,پراید 131 SE,سفید,دنده‌ای,1395,بدون رنگ,تهران,90000.0,43000000.0
264,پژو پارس ساده,نوک‌مدادی,دنده‌ای,1387,چند لکه رنگ,اصفهان,170000.0,48000000.0
265,پژو 206 تیپ ۵,مشکی,دنده‌ای,1386,بدون رنگ,تهران,280000.0,49000000.0
266,سمند LX ساده,سفید,دنده‌ای,1391,چند لکه رنگ,تهران,270000.0,51500000.0
267,پراید 131,سفید,دنده‌ای,1398,بدون رنگ,کرمانشاه,14000.0,37000000.0
268,سمند LX EF7 بنزینی,سفید,دنده‌ای,1393,بدون رنگ,تهران,97000.0,71500000.0
269,جک S5 اتوماتیک,سفید,اتوماتیک,1396,بدون رنگ,شیراز,360.0,262500000.0
270,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1385,یک لکه رنگ,تهران,209.0,44000000.0
271,سمند LX ساده,سفید,دنده‌ای,1395,بدون رنگ,تبریز,120000.0,71000000.0
272,پراید 131 SE,سفید,دنده‌ای,1391,دو لکه رنگ,تبریز,1.0,30000000.0
273,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1384,بدون رنگ,شیراز,200000.0,38500000.0
274,پژو 206 تیپ ۲,سفید,دنده‌ای,1389,بدون رنگ,تهران,160000.0,58000000.0
275,پژو 405 GLX بنزینی,یشمی,دنده‌ای,1380,چند لکه رنگ,مشهد,270.0,20000000.0
276,پراید 131 SX,سفید,دنده‌ای,1390,چند لکه رنگ,تهران,300000.0,25000000.0
277,پراید 131 SX,نوک‌مدادی,دنده‌ای,1389,چند لکه رنگ,تهران,11111.0,30000000.0
278,سمند LX,سفید صدفی,دنده‌ای,1398,بدون رنگ,تهران,0.0,90000000.0
279,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1383,چند لکه رنگ,تهران,11111.0,33000000.0
280,پژو 405 GLX بنزینی,نوک‌مدادی,دنده‌ای,1394,چند لکه رنگ,قم,107000.0,47800000.0
281,سمند LX EF7 گازسوز,سفید,دنده‌ای,1389,چند لکه رنگ,اصفهان,220000.0,41000000.0
282,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1385,دو لکه رنگ,اهواز,240000.0,42500000.0
283,پژو 206 تیپ ۲,سفید,دنده‌ای,1388,چند لکه رنگ,شیراز,300000.0,47900000.0
284,پراید 131 SX,سفید,دنده‌ای,1390,چند لکه رنگ,کرج,160000.0,33000000.0
285,پژو 206 تیپ ۲,سفید,دنده‌ای,1396,بدون رنگ,مشهد,360.0,76500000.0
286,پراید 131 EX,سفید,دنده‌ای,1389,یک لکه رنگ,اهواز,140000.0,25000000.0
287,سمند LX ساده,سفید,دنده‌ای,1390,یک لکه رنگ,کرج,111111.0,52000000.0
288,پژو 206 تیپ ۲,سفید,دنده‌ای,1396,بدون رنگ,مشهد,35000.0,81000000.0
289,پژو 206 تیپ ۲,سفید,دنده‌ای,1395,دو لکه رنگ,تهران,84000.0,71500000.0
290,پژو 206 تیپ ۲,مشکی,دنده‌ای,1384,چند لکه رنگ,شیراز,625.0,42000000.0
291,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1386,دو لکه رنگ,تبریز,270.0,52000000.0
292,پژو 206 تیپ ۲,سفید,دنده‌ای,1391,بدون رنگ,مشهد,160000.0,61000000.0
293,پژو 405 GLX بنزینی,مشکی,دنده‌ای,1383,چند لکه رنگ,تهران,236000.0,28500000.0
294,تیبا صندوق‌دار SX,سفید,دنده‌ای,1397,بدون رنگ,شیراز,38000.0,55000000.0
295,پراید 111,سفید,دنده‌ای,1395,بدون رنگ,اهواز,78000.0,46000000.0
296,سمند LX EF7 بنزینی,سفید,دنده‌ای,1393,بدون رنگ,تهران,143000.0,69000000.0
297,پژو 206 تیپ ۲,سفید,دنده‌ای,1396,بدون رنگ,تهران,62000.0,80000000.0
298,پژو 206 تیپ ۵,سفید,دنده‌ای,1395,بدون رنگ,تهران,95000.0,78000000.0
299,پراید 131 SE,نوک‌مدادی,دنده‌ای,1392,بدون رنگ,قم,162000.0,32500000.0
300,دنا معمولی,سفید,دنده‌ای,1398,بدون رنگ,تهران,5000.0,122000000.0
301,پژو 206 تیپ ۵,سفید,دنده‌ای,1396,بدون رنگ,اصفهان,40000.0,90500000.0
302,پراید 131 دوگانه‌ سوز,سفید,دنده‌ای,1397,یک لکه رنگ,قم,21000.0,48500000.0
303,پژو 206 تیپ ۲,سفید,دنده‌ای,1398,بدون رنگ,مشهد,800.0,44000000.0
304,پژو 206 تیپ ۲,سفید,دنده‌ای,1394,بدون رنگ,اصفهان,33000.0,77000000.0
305,پراید 131 SE,سفید,دنده‌ای,1392,دو لکه رنگ,کرج,0.0,34500000.0
306,سمند LX ساده,آبی,دنده‌ای,1393,بدون رنگ,مشهد,150000.0,62000000.0
307,پژو 405 GLX بنزینی,خاکستری,دنده‌ای,1390,چند لکه رنگ,مشهد,125000.0,30000000.0
308,سمند LX EF7 گازسوز,سفید,دنده‌ای,1390,چند لکه رنگ,کرج,200000.0,55000000.0
309,پژو 206 تیپ ۲,قرمز,دنده‌ای,1383,چند لکه رنگ,کرمانشاه,300000.0,25000000.0
310,پراید 131 SE,سفید,دنده‌ای,1395,بدون رنگ,شیراز,65000.0,42000000.0
311,پژو 206 تیپ ۵,خاکستری,دنده‌ای,1396,چند لکه رنگ,تهران,72000.0,80500000.0
312,پژو 206 تیپ ۲,سفید,دنده‌ای,1390,چند لکه رنگ,کرج,130000.0,56000000.0
313,پژو 206 تیپ ۲,نوک‌مدادی,دنده‌ای,1384,یک لکه رنگ,اصفهان,295000.0,36500000.0
314,پژو 206 تیپ ۲,سفید,دنده‌ای,1391,چند لکه رنگ,مشهد,230000.0,61000000.0
315,سمند LX ساده,سفید,دنده‌ای,1388,چند لکه رنگ,کرج,233000.0,42000000.0
316,پژو 206 تیپ ۵,بژ,دنده‌ای,1384,دو لکه رنگ,تهران,295000.0,44500000.0
317,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1389,بدون رنگ,شیراز,240000.0,42000000.0
318,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1393,یک لکه رنگ,شیراز,130000.0,57000000.0
319,پراید 131 SE,سفید,دنده‌ای,1379,چند لکه رنگ,کرج,200000.0,13500000.0
320,پژو پارس ساده,سفید,دنده‌ای,1387,دو لکه رنگ,مشهد,250.0,51000000.0
321,پراید 131 SL,نقره‌ای,دنده‌ای,1390,چند لکه رنگ,کرمانشاه,0.0,31000000.0
322,سمند LX EF7 بنزینی,طوسی,دنده‌ای,1381,چند لکه رنگ,قم,5500.0,31000000.0
323,سمند LX,سفید,دنده‌ای,1390,بدون رنگ,مشهد,275000.0,55500000.0
324,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1383,چند لکه رنگ,تهران,197000.0,33500000.0
325,پژو 206 تیپ ۲,نقره‌ای,دنده‌ای,1383,چند لکه رنگ,تبریز,5000.0,2400000.0
326,سمند LX ساده,مشکی,دنده‌ای,1392,چند لکه رنگ,اصفهان,116000.0,59000000.0
327,پژو 206 تیپ ۲,خاکستری,دنده‌ای,1386,بدون رنگ,تهران,260.0,46000000.0
328,پژو 405 GLX بنزینی,نقرآبی,دنده‌ای,1384,چند لکه رنگ,تهران,170000.0,34000000.0
329,پراید 131 SE,سفید,دنده‌ای,1396,دو لکه رنگ,مشهد,62000.0,44000000.0
330,پژو 405 GLX بنزینی,نقره‌ای,دنده‌ای,1387,چند لکه رنگ,کرج,12800.0,38500000.0
331,پژو 206 تیپ ۲,مشکی,دنده‌ای,1382,چند لکه رنگ,تهران,290000.0,34000000.0
332,پراید 111 SX,سفید,دنده‌ای,1395,بدون رنگ,تهران,65.0,47000000.0
